province,district,division,location,sublocation,male,female,total,households,area_sqkm,density
NORTH EASTERN,MANDERA CENTRAL,WARGADUD,QURAMATHOW,SUKELA TIFNA,1057,961,2018,296,94.91,21.26
NORTH EASTERN,MANDERA CENTRAL,WARGADUD,WARGADUD,ELELE,3710,3259,6969,884,243.97,28.56
NORTH EASTERN,MANDERA CENTRAL,WARGADUD,WARGADUD,WARGADUD,12750,10680,23430,2891,481.21,48.69
NORTH EASTERN,MANDERA CENTRAL,WARGADUD,WARGADUD E.,WARGADUD E.,9461,7911,17372,2147,241.4,71.96
NORTH EASTERN,MANDERA EAST,CENTRAL,BARWAKO,BARWAKO,833,815,1648,233,0.32,5193.82
NORTH EASTERN,MANDERA EAST,CENTRAL,BARWAKO,BOKOLOW,1224,1206,2430,325,45.22,53.73
NORTH EASTERN,MANDERA EAST,CENTRAL,BP1,BP1,2609,2293,4902,722,10.79,454.19
NORTH EASTERN,MANDERA EAST,CENTRAL,BULLA JAMHURIA,BULLA JAMHURIA,3268,3057,6325,800,0.42,15138.82
NORTH EASTERN,MANDERA EAST,CENTRAL,BULLA JAMHURIA,BULLA NGUVU,1489,1412,2901,429,0.24,12256.02
NORTH EASTERN,MANDERA EAST,CENTRAL,BULLA JAMHURIA,BULLA POWER,4138,3458,7596,1005,1.82,4177.76
NORTH EASTERN,MANDERA EAST,CENTRAL,BULLA MPYA,BULLA MPYA,4800,4568,9368,1362,1.38,6769.76
NORTH EASTERN,MANDERA EAST,CENTRAL,CENTRAL,CENTRAL,7887,6863,14750,2307,2.56,5751.16
NORTH EASTERN,MANDERA EAST,CENTRAL,KAMOR,KAMOR,4161,3687,7848,931,5.72,1370.9
NORTH EASTERN,MANDERA EAST,CENTRAL,NEBOI,NEBOI,3877,3559,7436,1250,19.92,373.31
NORTH EASTERN,MANDERA EAST,CENTRAL,SHAFSHEFY,SHAFSHEFY,7219,6385,13604,1964,12.01,1133.02
NORTH EASTERN,MANDERA EAST,CENTRAL,TOWNSHIP,TOWNSHIP,4517,4367,8884,1252,4.58,1940.92
NORTH EASTERN,MANDERA EAST,FINO,ARABIA,ARABIA,9765,7806,17571,2328,766.03,22.94
NORTH EASTERN,MANDERA EAST,FINO,FINO,FINO,5098,4039,9137,1215,814.42,11.22
NORTH EASTERN,MANDERA EAST,FINO,FINO,HARERI-TUR,4270,3225,7495,944,132.64,56.5
NORTH EASTERN,MANDERA EAST,FINO,OMAR JILLOW,OMAR JILLOW,2495,1921,4416,593,172.07,25.66
NORTH EASTERN,MANDERA EAST,HARERI,ARESA,ARESA,4583,3052,7635,808,62.26,122.64
NORTH EASTERN,MANDERA EAST,HARERI,HARERI,HARERI,2837,2162,4999,628,126.72,39.45
NORTH EASTERN,MANDERA EAST,HARERI,HARERI,QUMBISO,2305,1847,4152,510,390.63,10.63
NORTH EASTERN,MANDERA EAST,HARERI,SALA,JABI EAST,1869,1386,3255,456,584.4,5.57
NORTH EASTERN,MANDERA EAST,HARERI,SALA,SALA,1442,1111,2553,397,33.72,75.7
NORTH EASTERN,MANDERA EAST,KHALALIO,BELLA,BELLA,592,461,1053,165,25.19,41.8
NORTH EASTERN,MANDERA EAST,KHALALIO,BELLA,MATASAFARA,451,378,829,118,19.68,42.13
NORTH EASTERN,MANDERA EAST,KHALALIO,BULLA HAJI,BULLA HAJI,213,160,373,63,3.36,111.08
NORTH EASTERN,MANDERA EAST,KHALALIO,BULLA HAJI,FLOOW,539,377,916,135,7.42,123.48
NORTH EASTERN,MANDERA EAST,KHALALIO,BURABOR,BURABOR,1557,1521,3078,382,9.07,339.42
NORTH EASTERN,MANDERA EAST,KHALALIO,BURABOR,SHARIF,264,231,495,95,10.46,47.31
NORTH EASTERN,MANDERA EAST,KHALALIO,GARBAGOLEY,GARBAGOLEY,1546,1195,2741,360,59.22,46.28
NORTH EASTERN,MANDERA EAST,KHALALIO,GEDUDIYE,GEDUDIYE,964,885,1849,269,21.45,86.2
NORTH EASTERN,MANDERA EAST,KHALALIO,GINGO,DARIKA,841,688,1529,184,30.2,50.62
NORTH EASTERN,MANDERA EAST,KHALALIO,GINGO,GINGO,487,490,977,128,67.07,14.57
NORTH EASTERN,MANDERA EAST,KHALALIO,HARERI HOSLE,BENDA,214,180,394,61,29.2,13.49
NORTH EASTERN,MANDERA EAST,KHALALIO,HARERI HOSLE,HARERI HOSLE,433,328,761,98,100.78,7.55
NORTH EASTERN,MANDERA EAST,KHALALIO,HARERI HOSLE,KAMORO-ELE,372,369,741,135,24.55,30.18
NORTH EASTERN,MANDERA EAST,KHALALIO,KAROW,KAROW,908,822,1730,233,26.76,64.66
NORTH EASTERN,MANDERA EAST,KHALALIO,KAROW,SEDAJIRO,559,347,906,125,36.24,25
NORTH EASTERN,MANDERA EAST,KHALALIO,KHALALIO,KHALALIO,575,538,1113,175,12.48,89.16
NORTH EASTERN,MANDERA EAST,KHALALIO,KHALALIO,LAMANDID,595,500,1095,128,11.1,98.67
NORTH EASTERN,MANDERA EAST,LAFFEY,ALANGO,ALANGO GOF,8909,5229,14138,1480,263.66,53.62
NORTH EASTERN,MANDERA EAST,LAFFEY,DAMASA,DAMASA,7067,6169,13236,1371,130.89,101.12
NORTH EASTERN,MANDERA EAST,LAFFEY,KABO,KABO,6074,4522,10596,1289,36.03,294.12
NORTH EASTERN,MANDERA EAST,LAFFEY,KAMORA LIBAN,KAMORA LIBAN,1498,1340,2838,392,104.94,27.04
NORTH EASTERN,MANDERA EAST,LAFFEY,LAFFEEY,LAFFEY,12383,9606,21989,2534,320.73,68.56
NORTH EASTERN,MANDERA EAST,LIBEHIA,FAREY,FAREY,1562,1323,2885,465,74.35,38.8
NORTH EASTERN,MANDERA EAST,LIBEHIA,LIBEHIA,LIBEHIA,6756,5302,12058,1871,152.61,79.01
NORTH EASTERN,MANDERA EAST,LIBEHIA,LIBEHIA,QURADER,5669,5056,10725,1575,226.24,47.4
NORTH EASTERN,MANDERA EAST,LIBEHIA,ODA,BAMBO,484,344,828,137,90.63,9.14
NORTH EASTERN,MANDERA EAST,LIBEHIA,ODA,ODA,844,515,1359,196,65.29,20.82
NORTH EASTERN,MANDERA EAST,LIBEHIA,SAROHINDI,HARAR,925,609,1534,213,22.1,69.41
NORTH EASTERN,MANDERA EAST,LIBEHIA,SAROHINDI,SAROHINDI,1557,840,2397,312,47.54,50.42
NORTH EASTERN,MANDERA EAST,WARANKARA,BAMBO,BAMBO,933,753,1686,212,136.46,12.36
NORTH EASTERN,MANDERA EAST,WARANKARA,BAMBO,BARMILLA,1786,1349,3135,434,152.88,20.51
NORTH EASTERN,MANDERA EAST,WARANKARA,GARI,GARI,4836,3736,8572,1280,116.25,73.74
NORTH EASTERN,MANDERA EAST,WARANKARA,WARANKARA,SAFO,1734,998,2732,320,113.07,24.16
NORTH EASTERN,MANDERA EAST,WARANKARA,WARANKARA,WARANKARA,4744,3750,8494,1078,438.38,19.38
NORTH EASTERN,MANDERA WEST,BANISA,BANISA,BANISA,15193,12753,27946,3217,440.43,63.45
NORTH EASTERN,MANDERA WEST,BANISA,DERKALE,DERKALE,13666,10462,24128,2935,433.61,55.64
NORTH EASTERN,MANDERA WEST,BANISA,EYMOLE,EYMOLE,10341,8707,19048,2212,128.27,148.5
NORTH EASTERN,MANDERA WEST,BANISA,KILIWEHIRI,GOLJO,4110,3840,7950,875,151.01,52.64
NORTH EASTERN,MANDERA WEST,BANISA,KILIWEHIRI,KILIWEHIRI,8259,6518,14777,1701,161.26,91.63
NORTH EASTERN,MANDERA WEST,BANISA,LULIS,LULIS,8716,7839,16555,1965,177.23,93.41
NORTH EASTERN,MANDERA WEST,DANDU,DANDU,DANDU,15117,11970,27087,3081,271.28,99.85
NORTH EASTERN,MANDERA WEST,DANDU,DANDU,EL-DANABA,3089,2499,5588,647,242.81,23.01
NORTH EASTERN,MANDERA WEST,DANDU,GITHER,BURDURAS,5408,4982,10390,1147,191.39,54.29
NORTH EASTERN,MANDERA WEST,DANDU,GITHER,GITHER,6143,5412,11555,1432,445.66,25.93
NORTH EASTERN,MANDERA WEST,DANDU,GITHER,SAKE,6108,5218,11326,1340,206.33,54.89
NORTH EASTERN,MANDERA WEST,DANDU,KUBIHALO,KUBIHALO,2565,2254,4819,520,277.68,17.35
NORTH EASTERN,MANDERA WEST,MALKAMARI,GUBA,CHOROKO,5277,3861,9138,1034,247.21,36.96
NORTH EASTERN,MANDERA WEST,MALKAMARI,GUBA,GUBA,6195,4735,10930,1469,313.59,34.85
NORTH EASTERN,MANDERA WEST,MALKAMARI,HULLOW,HULLOW,3491,2662,6153,869,492,12.51
NORTH EASTERN,MANDERA WEST,MALKAMARI,MALKAMARI,MALKAMARI,7540,5471,13011,1644,382.8,33.99
NORTH EASTERN,MANDERA WEST,MALKAMARI,MALKARUKA,MALKARUKA,4770,3668,8438,1126,428.73,19.68
NORTH EASTERN,MANDERA WEST,TAKABA,DIDKURO,DIDKURO,9181,6775,15956,1754,619.95,25.74
NORTH EASTERN,MANDERA WEST,TAKABA,DUDUBLE,DUDUBLE,6628,6488,13116,1341,426.13,30.78
NORTH EASTERN,MANDERA WEST,TAKABA,LAGSURE,LAGSURE,7735,7102,14837,1522,982.47,15.1
NORTH EASTERN,MANDERA WEST,TAKABA,TAKABA,KUBDISHEN,5088,4329,9417,1024,421.12,22.36
NORTH EASTERN,MANDERA WEST,TAKABA,TAKABA,TAKABA,13179,10946,24125,2526,14.63,1648.74
NORTH EASTERN,MANDERA WEST,TAKABA,WANGAI DAHAN,WANGAI DAHAN,7008,6477,13485,1418,679.09,19.86
NORTH EASTERN,WAJIR EAST,CENTRAL,BARWAQO,BARWAQO,4339,4047,8386,1231,11.86,707.21
NORTH EASTERN,WAJIR EAST,CENTRAL,HOLIDHAN,HOLIDHAN,4510,4290,8800,1394,48.69,180.74
NORTH EASTERN,WAJIR EAST,CENTRAL,JOGBARU,GODADE,6915,6568,13483,2098,13.54,996.14
NORTH EASTERN,WAJIR EAST,CENTRAL,JOGBARU,JOGOO,4394,4309,8703,1387,1.46,5976.1
NORTH EASTERN,WAJIR EAST,CENTRAL,JOGBARU,MAKOR,4475,3726,8201,1362,13.77,595.6
NORTH EASTERN,WAJIR EAST,CENTRAL,TOWNSHIP,ALEMAO,2880,2445,5325,683,8.89,598.86
NORTH EASTERN,WAJIR EAST,CENTRAL,TOWNSHIP,TOWNSHIP,3693,2828,6521,1174,1.57,4149.54
NORTH EASTERN,WAJIR EAST,CENTRAL,WAGBERI,WAGBERI,12478,10903,23381,3360,39.48,592.17
NORTH EASTERN,WAJIR EAST,KUTULO,DESHEG,DESHEG,3433,2303,5736,644,412.39,13.91
NORTH EASTERN,WAJIR EAST,KUTULO,KUTULO,EL - KUTULO,3140,3091,6231,897,543.28,11.47
NORTH EASTERN,WAJIR EAST,KUTULO,KUTULO,KUTULO,5118,3874,8992,1101,588.23,15.29
NORTH EASTERN,WAJIR EAST,KUTULO,LAFALEY,JOWHAR,1878,1485,3363,460,148.88,22.59
NORTH EASTERN,WAJIR EAST,KUTULO,LAFALEY,LAFALEY,2143,1534,3677,553,515.37,7.13
NORTH EASTERN,WAJIR EAST,KUTULO,WARGDUD,AUSMUDULE/KAJAJA,2533,2033,4566,585,594.47,7.68
NORTH EASTERN,WAJIR EAST,KUTULO,WARGDUD,HUNGAI,3613,2846,6459,687,125.99,51.27
NORTH EASTERN,WAJIR EAST,KUTULO,WARGDUD,WARGDUD,2042,1659,3701,500,461.14,8.03
NORTH EASTERN,WAJIR EAST,TARBAJ,DAMBAS,DAMBAS,5488,4545,10033,1295,701.07,14.31
NORTH EASTERN,WAJIR EAST,TARBAJ,DUNTO,DUNTO,4966,3775,8741,1077,1128.89,7.74
NORTH EASTERN,WAJIR EAST,TARBAJ,E - BEN,EL - BEN,6727,5455,12182,1389,204.56,59.55
NORTH EASTERN,WAJIR EAST,TARBAJ,MANSA,MANSA,5662,4515,10177,1112,824.38,12.35
NORTH EASTERN,WAJIR EAST,TARBAJ,ORGORALLE,BURMAYO,1317,1026,2343,286,353.22,6.63
NORTH EASTERN,WAJIR EAST,TARBAJ,ORGORALLE,ORGORALLE,1223,1089,2312,315,802.45,2.88
NORTH EASTERN,WAJIR EAST,TARBAJ,SARMAN,SARMAN,4155,3135,7290,911,859.93,8.48
NORTH EASTERN,WAJIR EAST,TARBAJ,TARBAJ,TARBAJ,8664,7379,16043,2289,1175.07,13.65
NORTH EASTERN,WAJIR EAST,WAJIR - BOR,KHOROF -HARAR,DOWYARE,1596,1310,2906,373,306.11,9.49
NORTH EASTERN,WAJIR EAST,WAJIR - BOR,KHOROF -HARAR,KHOROF -HARAR,2561,2368,4929,670,1153.84,4.27
NORTH EASTERN,WAJIR EAST,WAJIR - BOR,KHOROF -HARAR,KONTON,1947,1654,3601,578,365.13,9.86
NORTH EASTERN,WAJIR EAST,WAJIR - BOR,RIBA,RIBA,4920,4256,9176,1228,1063.72,8.63
NORTH EASTERN,WAJIR EAST,WAJIR - BOR,WAJIR - BOR,WAJIR - BOR,5273,3887,9160,1464,979.66,9.35
NORTH EASTERN,WAJIR NORTH,BUNA,BATALU,BATALU,3100,2584,5684,862,703.14,8.08
NORTH EASTERN,WAJIR NORTH,BUNA,BATALU,KUROW,1390,1158,2548,372,450.53,5.66
NORTH EASTERN,WAJIR NORTH,BUNA,BUNA,BUNA,4875,4227,9102,1432,817.13,11.14
NORTH EASTERN,WAJIR NORTH,BUNA,INGIRIR,INGIRIR,1494,1294,2788,393,512.49,5.44
NORTH EASTERN,WAJIR NORTH,BUNA,KORONDILE,KORONDILE,6386,5749,12135,1534,457.2,26.54
NORTH EASTERN,WAJIR NORTH,BUNA,LAKOLE NORTH,LAKOLE NORTH,1451,1187,2638,388,838.03,3.15
NORTH EASTERN,WAJIR NORTH,BUNA,LEINSAYU,LEINSAYU,3486,2708,6194,722,743.13,8.34
NORTH EASTERN,WAJIR NORTH,BUNA,MALKAGUF,MALKAGUF,1678,1420,3098,423,443.31,6.99
NORTH EASTERN,WAJIR NORTH,BUTE,BUTE,BUTE,11106,8617,19723,2461,137.58,143.36
NORTH EASTERN,WAJIR NORTH,BUTE,DUGOW,DUGOW,3706,2937,6643,846,156.71,42.39
NORTH EASTERN,WAJIR NORTH,BUTE,GODOMA,GODOMA,3946,3123,7069,936,107.46,65.78
NORTH EASTERN,WAJIR NORTH,BUTE,OLGOJI,ADADIJORE,2006,1612,3618,477,146.25,24.74
NORTH EASTERN,WAJIR NORTH,BUTE,OLGOJI,OLGOJI,1923,1473,3396,399,243.77,13.93
NORTH EASTERN,WAJIR NORTH,GURAR,AJAWA,AJAWA,4301,3914,8215,1070,776.72,10.58
NORTH EASTERN,WAJIR NORTH,GURAR,DANABA,DANABA,7708,6533,14241,1634,348.06,40.92
NORTH EASTERN,WAJIR NORTH,GURAR,GURAR,GARSE SARE,1823,1812,3635,471,250.84,14.49
NORTH EASTERN,WAJIR NORTH,GURAR,GURAR,GURAR,6563,6074,12637,1659,543.37,23.26
NORTH EASTERN,WAJIR NORTH,GURAR,GURAR,SAKE GAMANTHA,2375,1787,4162,594,237.81,17.5
NORTH EASTERN,WAJIR NORTH,GURAR,QUADAMA,QUADAMA,4311,3668,7979,919,641.05,12.45
NORTH EASTERN,WAJIR SOUTH,DIFF,BURDER,BURDER,2474,2233,4707,677,1564.19,3.01
NORTH EASTERN,WAJIR SOUTH,DIFF,BURDER,GULLETDEER,1240,1101,2341,318,524.37,4.46
NORTH EASTERN,WAJIR SOUTH,DIFF,DIFF,DIFF,5355,4065,9420,1162,405.73,23.22
NORTH EASTERN,WAJIR SOUTH,DIFF,DIFF,HAMBALASH,0,0,0,0,713.17,0
NORTH EASTERN,WAJIR SOUTH,DIFF,DIFF,SALALMA,2482,1662,4144,556,869.5,4.77
NORTH EASTERN,WAJIR SOUTH,DIFF,GERILLE,GERILLE,1221,907,2128,269,629.07,3.38
NORTH EASTERN,WAJIR SOUTH,DIFF,GERILLE,HANDAKI,1080,864,1944,282,595.28,3.27
NORTH EASTERN,WAJIR SOUTH,DIFF,IBRAHIM - URE,IBRAHIM - URE,2287,1739,4026,676,1369.94,2.94
NORTH EASTERN,WAJIR SOUTH,HABASWEN,ABAKORE,ABAKORE,3843,3286,7129,930,357.05,19.97
NORTH EASTERN,WAJIR SOUTH,HABASWEN,ABAKORE,MEER,2277,2123,4400,577,563.75,7.8
NORTH EASTERN,WAJIR SOUTH,HABASWEN,DILMANYALEY,DILMANYALEY,1747,1609,3356,522,764.38,4.39
NORTH EASTERN,WAJIR SOUTH,HABASWEN,DILMANYALEY,DULBUG,389,324,713,105,356.97,2
NORTH EASTERN,WAJIR SOUTH,HABASWEN,HABASWEIN,HABASWEIN C.,1518,1180,2698,475,0.56,4810.98
NORTH EASTERN,WAJIR SOUTH,HABASWEN,KIBILAY,KIBILAY,2114,1919,4033,625,60.52,66.64
NORTH EASTERN,WAJIR SOUTH,HABASWEN,KIWANJA NDEGE,KANJARA,948,716,1664,275,394.32,4.22
NORTH EASTERN,WAJIR SOUTH,HABASWEN,KIWANJA NDEGE,KIWANJA NDEGE,2160,1815,3975,714,112.02,35.48
NORTH EASTERN,WAJIR SOUTH,HABASWEN,LAGBOGOL SOUTH,LAGBOGOL SOUTH,2156,1625,3781,450,230.05,16.44
NORTH EASTERN,WAJIR SOUTH,HABASWEN,TESORIE,TESORIE,2260,1965,4225,787,1511.91,2.79
NORTH EASTERN,WAJIR SOUTH,KULAALEY,KULAALEY,EL -ADOW,1803,1543,3346,523,49.84,67.13
NORTH EASTERN,WAJIR SOUTH,KULAALEY,KULAALEY,EYRIB,1587,1208,2795,381,869.31,3.22
NORTH EASTERN,WAJIR SOUTH,KULAALEY,KULAALEY,KULAALEY,5951,4659,10610,1275,729.43,14.55
NORTH EASTERN,WAJIR SOUTH,KULAALEY,KULAALEY,LEHELEY,4236,3473,7709,1129,645.07,11.95
NORTH EASTERN,WAJIR SOUTH,SEBULE,BANANE,BANANE,1863,1631,3494,581,795.74,4.39
NORTH EASTERN,WAJIR SOUTH,SEBULE,BANANE,SALA,881,819,1700,279,663.37,2.56
NORTH EASTERN,WAJIR SOUTH,SEBULE,DADAJABULA,DADAJABULA,4823,3870,8693,1111,1064.21,8.17
NORTH EASTERN,WAJIR SOUTH,SEBULE,DAGAHLEY,DAGAHLEY,3041,2528,5569,758,801.09,6.95
NORTH EASTERN,WAJIR SOUTH,SEBULE,KURSIN,ARABLOW,506,427,933,151,585.81,1.59
NORTH EASTERN,WAJIR SOUTH,SEBULE,KURSIN,KURSIN,1981,1589,3570,551,690.42,5.17
NORTH EASTERN,WAJIR SOUTH,SEBULE,MACHEZA,MACHEZA,2268,1853,4121,565,404.93,10.18
NORTH EASTERN,WAJIR SOUTH,SEBULE,SARIF,SARIF,3068,2765,5833,881,999.02,5.84
NORTH EASTERN,WAJIR SOUTH,SEBULE,SEBULE,FINNI,438,379,817,109,353.95,2.31
NORTH EASTERN,WAJIR SOUTH,SEBULE,SEBULE,SEBULE,2120,1729,3849,534,475.79,8.09
NORTH EASTERN,WAJIR SOUTH,SEBULE,SHIMBIR,SHIMBIR,1319,1028,2347,276,1444.96,1.62
NORTH EASTERN,WAJIR WEST,ADEMASAJIDA,ADEMASAJIDA,ADEMASAJIDA,6199,4985,11184,1364,117.28,95.36
NORTH EASTERN,WAJIR WEST,ADEMASAJIDA,HADADO SOUTH,HADADO SOUTH,5774,4595,10369,1177,558.59,18.56
NORTH EASTERN,WAJIR WEST,ADEMASAJIDA,LOLIKUTA SOUTH,LOLIKUTA SOUTH,2588,2075,4663,657,341.42,13.66
NORTH EASTERN,WAJIR WEST,ELDAS,ANOLE,ANOLE,5174,3540,8714,920,294.14,29.63
NORTH EASTERN,WAJIR WEST,ELDAS,DELA,ABDIWAKO,2256,1660,3916,449,114.68,34.15
NORTH EASTERN,WAJIR WEST,ELDAS,DELA,DELA,5081,3369,8450,987,299.16,28.25
NORTH EASTERN,WAJIR WEST,ELDAS,ELDAS,ELDAS,8669,6574,15243,1370,571.04,26.69
NORTH EASTERN,WAJIR WEST,ELDAS,KILKILEY,KILKILEY,2250,1829,4079,472,196.29,20.78
NORTH EASTERN,WAJIR WEST,ELDAS,LAKOLEY SOUTH,LAKOLEY SOUTH,4418,3040,7458,829,880.42,8.47
NORTH EASTERN,WAJIR WEST,GRIFTU,ARBAJAHAN,ARBAJAHAN,5160,3953,9113,1087,1240.89,7.34
NORTH EASTERN,WAJIR WEST,GRIFTU,BASIR,BASIR,2110,1805,3915,511,411.66,9.51
NORTH EASTERN,WAJIR WEST,GRIFTU,BOJIHERI,BOJIHERI,1439,1284,2723,507,501.69,5.43
NORTH EASTERN,WAJIR WEST,GRIFTU,ELNUR,DOTHA,561,449,1010,120,104.64,9.65
NORTH EASTERN,WAJIR WEST,GRIFTU,ELNUR,ELNUR,2650,2190,4840,647,172.99,27.98
NORTH EASTERN,WAJIR WEST,GRIFTU,GANYURE,BARMISH,1481,1022,2503,359,597,4.19
NORTH EASTERN,WAJIR WEST,GRIFTU,GANYURE,GANYURE,3174,2780,5954,857,332.85,17.89
NORTH EASTERN,WAJIR WEST,GRIFTU,GARSEKOFTU,GARSEKOFTU,5187,3904,9091,1068,1104.4,8.23
NORTH EASTERN,WAJIR WEST,GRIFTU,GRIFTU,GRIFTU,3219,2785,6004,962,298.62,20.11
NORTH EASTERN,WAJIR WEST,GRIFTU,GRIFTU,JAGAHER,2004,1542,3546,487,718.99,4.93
NORTH EASTERN,WAJIR WEST,GRIFTU,KUKALA,KUKALA,1978,1684,3662,522,152.98,23.94
NORTH EASTERN,WAJIR WEST,GRIFTU,MATHO,MATHO,4993,3949,8942,1094,557.1,16.05
NORTH EASTERN,WAJIR WEST,GRIFTU,TULATULA,TULATULA,4524,3710,8234,981,177.09,46.5
NORTH EASTERN,WAJIR WEST,GRIFTU,WAGALLA,WAGALLA,4847,4224,9071,1303,491.17,18.47
NORTH EASTERN,WAJIR WEST,HADADO,ATHIBOHOL,ATHIBOHOL,2029,1563,3592,580,1333.55,2.69
NORTH EASTERN,WAJIR WEST,HADADO,HADADO NORTH,HADADO NORTH,5288,4007,9295,1223,866,10.73
NORTH EASTERN,WAJIR WEST,HADADO,LOGBOGOL NORTH,LOGBOGOL NORTH,2482,2029,4511,590,373.33,12.08
NORTH EASTERN,WAJIR WEST,HADADO,LOLIKUTA NORTH,LOLIKUTA NORTH,1084,782,1866,252,280.53,6.65
NYANZA,BONDO,MARANDA,BONDO TOWNSHIP,AJIGO,2745,3011,5756,1376,25.27,227.74
NYANZA,BONDO,MARANDA,BONDO TOWNSHIP,BAR KOWINO,8802,9504,18306,4460,42.71,428.58
NYANZA,BONDO,MARANDA,BONDO TOWNSHIP,NYAWITA,7245,8035,15280,3338,39.61,385.8
NYANZA,BONDO,MARANDA,NORTH SAKWA,ABOM,2092,2265,4357,1015,16.25,268.13
NYANZA,BONDO,MARANDA,NORTH SAKWA,BARCHANDO,2234,2511,4745,1102,11.81,401.77
NYANZA,BONDO,MARANDA,SOUTH WEST SAKWA,KAPIYO,1457,1480,2937,670,22.04,133.25
NYANZA,BONDO,MARANDA,SOUTH WEST SAKWA,UTONGA,995,1112,2107,469,17.01,123.9
NYANZA,BONDO,MARANDA,WEST SAKWA,MARANDA,894,975,1869,402,7.5,249.34
NYANZA,BONDO,MARANDA,WEST SAKWA,USIRE,1570,1550,3120,720,23.68,131.75
NYANZA,BONDO,NYANGOMA,CENTRAL SAKWA,NDEDA/OYAMO,1594,1448,3042,813,1.71,1782.49
NYANZA,BONDO,NYANGOMA,CENTRAL SAKWA,NYANGOMA,4391,4605,8996,2098,49.07,183.33
NYANZA,BONDO,NYANGOMA,CENTRAL SAKWA,UYAWI,3901,4154,8055,1736,34.46,233.77
NYANZA,BONDO,NYANGOMA,CENTRAL SAKWA,WEST MIGWENA,2631,2887,5518,1306,30.11,183.23
NYANZA,BONDO,NYANGOMA,SOUTH SAKWA,EAST MIGWENA,1775,1844,3619,865,24.63,146.95
NYANZA,BONDO,NYANGOMA,SOUTH SAKWA,GOT ABIERO,2353,2648,5001,1252,25.98,192.46
NYANZA,BONDO,NYANGOMA,SOUTH SAKWA,NYAGUDA,4425,4697,9122,2290,21.95,415.59
NYANZA,BONDO,USIGU,CENTRAL YIMBO,GOT RAMOGI,1658,1773,3431,791,30.93,110.94
NYANZA,BONDO,USIGU,CENTRAL YIMBO,USIGU,2326,2460,4786,1100,24.55,194.94
NYANZA,BONDO,USIGU,EAST YIMBO,OTHACH,2437,2645,5082,1136,30.24,168.07
NYANZA,BONDO,USIGU,EAST YIMBO,PALA,2098,2179,4277,955,21.07,203.02
NYANZA,BONDO,USIGU,MAGETA ISLAND,MAHANGA,2433,2190,4623,1211,5.76,802.9
NYANZA,BONDO,USIGU,MAGETA ISLAND,MITUNDU,1069,1105,2174,532,1.26,1722.94
NYANZA,BONDO,USIGU,NORTH YIMBO,BARKANYANGO,1211,1141,2352,536,17,138.32
NYANZA,BONDO,USIGU,NORTH YIMBO,NYAMONYE,3442,3819,7261,1643,35.16,206.52
NYANZA,BONDO,USIGU,WEST YIMBO,GOT AGULU,2726,2779,5505,1338,13.5,407.78
NYANZA,BONDO,USIGU,WEST YIMBO,USENGE,7964,8237,16201,4142,19.76,819.72
NYANZA,BORABU,EKERENYO,ESISE,EKERUBO,2080,2020,4100,892,19.74,207.68
NYANZA,BORABU,EKERENYO,ESISE,MANGA/LIETEGO,6331,6404,12735,2718,36.39,349.98
NYANZA,BORABU,EKERENYO,KIANGENI,KITARU,2475,2158,4633,1443,29.43,157.42
NYANZA,BORABU,EKERENYO,KIANGENI,NYANKONO,2399,2015,4414,1228,25.26,174.72
NYANZA,BORABU,EKERENYO,MEKENENE,MATUTU,3302,3350,6652,1498,25.3,262.9
NYANZA,BORABU,EKERENYO,MEKENENE,MOGUSI,1791,1862,3653,813,9.04,404.13
NYANZA,BORABU,EKERENYO,MEKENENE,MWONGORI,3173,3103,6276,1386,13.57,462.39
NYANZA,BORABU,EKERENYO,NYANSIONGO,ISOGE/KINENI,5091,5029,10120,2112,40.35,250.79
NYANZA,BORABU,EKERENYO,NYANSIONGO,NYANSIONGO/GESIMA,10437,10406,20843,5061,49.17,423.94
NYANZA,GUCHA,KENYENYA,BOOCHI BORABU,EMESA,4542,4929,9471,1882,8.44,1122.6
NYANZA,GUCHA,KENYENYA,BOOCHI BORABU,RITEMBU,3317,3485,6802,1322,7.22,941.45
NYANZA,GUCHA,KENYENYA,MAGENCHE,MAGENCHE,5922,6385,12307,2553,10.44,1179.27
NYANZA,GUCHA,KENYENYA,MAGENCHE,MOKUBO,6515,7312,13827,2956,14.8,934.53
NYANZA,GUCHA,KENYENYA,MAGENCHE,NYAMECHEO,3633,3936,7569,1483,9.3,813.49
NYANZA,GUCHA,KENYENYA,MAJOGE BORABU,IGORERA,7378,7944,15322,3231,17.46,877.4
NYANZA,GUCHA,KENYENYA,MAJOGE BORABU,KIANJO,4044,4358,8402,1814,8.34,1008.01
NYANZA,GUCHA,KENYENYA,MAJOGE MASABA,BOKIMONGE,3010,3259,6269,1214,9.22,679.81
NYANZA,GUCHA,KENYENYA,MAJOGE MASABA,KENYENYA,8667,9766,18433,3797,19.19,960.42
NYANZA,GUCHA,KENYENYA,MAJOGE MASABA,NYABITUNWA,4261,4536,8797,1777,10.73,819.73
NYANZA,GUCHA,NYACHEKI,BASSI BOGETARIO,NYACHOGOCHOGO,2038,2291,4329,922,6.33,683.42
NYANZA,GUCHA,NYACHEKI,BASSI BOGETARIO,NYANGUSU,3757,4299,8056,1684,8.25,976.38
NYANZA,GUCHA,NYACHEKI,BASSI BORABU,BOSANSA,3681,4271,7952,1665,9.7,819.53
