code,name,slug,location_code,location_name,division_code,district_code,former_province_code,population_2009,population_male,population_female,households,area_km2,density_per_km2
1,Chomo,chomo,1,Gatanga,1,1,CEN,5517,2730,2787,1399,9.61,574.32
2,Gatanga,gatanga,1,Gatanga,1,1,CEN,2898,1453,1445,709,3.7,784.09
3,Kirwara,kirwara,1,Gatanga,1,1,CEN,5030,2427,2603,1351,6.79,740.29
4,Gakurari,gakurari,2,Kigio,1,1,CEN,2830,1356,1474,723,4.19,674.63
5,Ithangarari,ithangarari,2,Kigio,1,1,CEN,1765,854,911,465,2.05,859.55
6,Kigio,kigio,2,Kigio,1,1,CEN,3356,1679,1677,788,3.25,1032.65
7,Gathanji,gathanji,3,Kiria-Ini,1,1,CEN,2313,1113,1200,538,3.47,665.73
8,Kiria-Ini,kiria-ini,3,Kiria-Ini,1,1,CEN,2637,1300,1337,671,4.93,535.22
9,Mureke,mureke,3,Kiria-Ini,1,1,CEN,1607,782,825,376,2.5,642.67
10,Thare,thare,3,Kiria-Ini,1,1,CEN,1547,768,779,381,3.7,417.61
11,Mambanda,mambanda,4,Mugumo-Ini,1,1,CEN,2410,1157,1253,633,2.13,1133.16
12,Mithanduku-Ini,mithanduku-ini,4,Mugumo-Ini,1,1,CEN,3420,1696,1724,1013,2.59,1321.59
13,Mugumo-Ini,mugumo-ini,4,Mugumo-Ini,1,1,CEN,4967,2376,2591,1409,3.78,1314.86
14,Gathambara,gathambara,5,Samuru,1,1,CEN,5389,2945,2444,2065,36.93,145.92
15,Mwithingiri,mwithingiri,5,Samuru,1,1,CEN,2105,1141,964,723,24.96,84.34
16,Kiarutara,kiarutara,6,Gambuya,2,1,CEN,3597,1770,1827,915,8.57,419.49
17,Kiganjo,kiganjo,6,Gambuya,2,1,CEN,1259,636,623,312,3.25,386.98
18,Mwagu,mwagu,6,Gambuya,2,1,CEN,2040,1025,1015,493,5.08,401.8
19,Gatunguru,gatunguru,7,Kariara,2,1,CEN,2535,1233,1302,634,5.75,440.67
20,Gatura,gatura,7,Kariara,2,1,CEN,3556,1692,1864,1019,5.49,647.63
21,Karangi,karangi,7,Kariara,2,1,CEN,2688,1347,1341,723,8.29,324.29
22,Kimakia,kimakia,7,Kariara,2,1,CEN,31,19,12,18,70.71,0.44
23,Mbungiti,mbungiti,7,Kariara,2,1,CEN,2574,1282,1292,703,8.5,302.88
24,Giachuki,giachuki,8,Kigoro,2,1,CEN,1709,822,887,436,3.39,504.4
25,Gitiri,gitiri,8,Kigoro,2,1,CEN,3366,1629,1737,860,6.77,497.44
26,Kigoro,kigoro,8,Kigoro,2,1,CEN,4376,2178,2198,1184,9.83,445.23
27,Ndunyu Chege,ndunyu-chege,8,Kigoro,2,1,CEN,3117,1575,1542,768,4.43,703.52
28,Kanunga,kanunga,9,Ndakaini,2,1,CEN,1401,708,693,412,3.2,438.33
29,Kimandi/Wanyaga,kimandi-wanyaga,9,Ndakaini,2,1,CEN,3479,1685,1794,943,9.17,379.4
30,Ndakaini,ndakaini,9,Ndakaini,2,1,CEN,2444,1189,1255,684,8.5,287.54
31,Kagongo,kagongo,10,Kiumbu-Ini,3,1,CEN,2203,1072,1131,580,2.91,757.93
32,Kiumbu-Ini,kiumbu-ini,10,Kiumbu-Ini,3,1,CEN,2039,1007,1032,541,3.42,596.16
33,Nyaga,nyaga,10,Kiumbu-Ini,3,1,CEN,1833,876,957,468,2.62,698.68
34,Thuita,thuita,10,Kiumbu-Ini,3,1,CEN,3408,1672,1736,896,4.56,747.58
35,Gituamba,gituamba,11,Kiunyu,3,1,CEN,2845,1375,1470,712,3.72,765.3
36,Kiunyu,kiunyu,11,Kiunyu,3,1,CEN,3223,1554,1669,891,3.22,999.41
37,Rugaita,rugaita,11,Kiunyu,3,1,CEN,2393,1203,1190,609,2.57,930.37
38,Gatiiguru,gatiiguru,12,Mukarara,3,1,CEN,1967,920,1047,490,3.06,643.53
39,Mukarara,mukarara,12,Mukarara,3,1,CEN,3061,1528,1533,692,3.96,773.45
40,Mukurwe,mukurwe,12,Mukarara,3,1,CEN,2054,1018,1036,496,3.81,539.29
41,Njaiini,njaiini,12,Mukarara,3,1,CEN,2105,1004,1101,488,3.07,685
42,Gituamba,gituamba,13,Gituamba,4,2,CEN,4426,2158,2268,1149,8.19,540.61
43,Kiriko,kiriko,13,Gituamba,4,2,CEN,4646,2244,2402,1116,8.77,529.77
44,Maria-Ini,maria-ini,13,Gituamba,4,2,CEN,2127,1062,1065,524,6.34,335.72
45,Mataara,mataara,13,Gituamba,4,2,CEN,3698,1825,1873,989,10.24,361.29
46,Kairi,kairi,14,Kairi,4,2,CEN,3161,1542,1619,830,4.56,693.49
47,Muirigo,muirigo,14,Kairi,4,2,CEN,3053,1425,1628,788,3.47,880.79
48,Ngorongo,ngorongo,14,Kairi,4,2,CEN,2779,1304,1475,765,5.4,514.7
49,Makwa,makwa,15,Makwa,4,2,CEN,4311,2050,2261,1092,5.32,810.25
50,Ngethu,ngethu,15,Makwa,4,2,CEN,2297,1109,1188,640,4.09,561.04
51,Nguna,nguna,15,Makwa,4,2,CEN,4711,2310,2401,1207,5.62,838.29
52,Forest,forest,16,Forest,5,2,CEN,0,0,0,0,29,0
53,Gathage,gathage,17,Kiamwangi,6,2,CEN,4749,2265,2484,1301,7.18,661.69
54,Kiamwangi,kiamwangi,17,Kiamwangi,6,2,CEN,5463,2582,2881,1472,7.62,717.33
55,Kigongo,kigongo,17,Kiamwangi,6,2,CEN,4770,2296,2474,1208,6.75,706.83
56,Nembu,nembu,17,Kiamwangi,6,2,CEN,5389,2597,2792,1429,6.29,856.97
57,Gachika,gachika,18,Kiganjo,6,2,CEN,3931,1896,2035,1022,10.53,373.29
58,Gatitu,gatitu,18,Kiganjo,6,2,CEN,2556,1249,1307,615,5.54,461.38
59,Kiamworia,kiamworia,18,Kiganjo,6,2,CEN,5068,2476,2592,1253,8.79,576.39
60,Kiganjo,kiganjo,18,Kiganjo,6,2,CEN,7478,3558,3920,1980,12.26,609.83
61,Mundoro,mundoro,18,Kiganjo,6,2,CEN,4728,2296,2432,1265,9.66,489.44
62,Ndundu,ndundu,18,Kiganjo,6,2,CEN,3373,1643,1730,839,8.41,400.96
63,Gacharage,gacharage,19,Ndarugu,6,2,CEN,1704,828,876,395,4.61,369.43
64,Gitwe,gitwe,19,Ndarugu,6,2,CEN,4098,1919,2179,1021,10.13,404.35
65,Karatu,karatu,19,Ndarugu,6,2,CEN,2318,1088,1230,650,6.87,337.29
66,Karinga,karinga,19,Ndarugu,6,2,CEN,4813,2250,2563,1224,8.73,551.36
67,Kirangi,kirangi,19,Ndarugu,6,2,CEN,3553,1708,1845,942,10.15,350
68,Munyu-Ini,munyu-ini,19,Ndarugu,6,2,CEN,3759,1822,1937,897,9.87,380.71
69,Githunguchu,githunguchu,20,Ngenda,6,2,CEN,7908,3842,4066,2078,7.39,1070.6
70,Handege,handege,20,Ngenda,6,2,CEN,3497,1653,1844,864,5.77,605.67
71,Ituru,ituru,20,Ngenda,6,2,CEN,4526,2296,2230,1154,6.47,699.31
72,Kahuguini,kahuguini,20,Ngenda,6,2,CEN,5799,2897,2902,1547,8.41,689.55
73,Kimunyu,kimunyu,20,Ngenda,6,2,CEN,8699,4189,4510,2268,10.38,837.92
74,Kirangari,kirangari,20,Ngenda,6,2,CEN,5199,2413,2786,1701,2.64,1969.09
75,Ritho,ritho,20,Ngenda,6,2,CEN,5037,2432,2605,1300,9.42,534.95
76,Wamwangi,wamwangi,20,Ngenda,6,2,CEN,5765,2800,2965,1486,8.52,677.02
77,Gakoe,gakoe,21,Gakoe,7,2,CEN,3841,1832,2009,957,7.53,509.81
78,Ndiko,ndiko,21,Gakoe,7,2,CEN,2971,1453,1518,725,6.76,439.46
79,Gatei,gatei,22,Gathaite,7,2,CEN,4287,2093,2194,1079,7.28,588.99
80,Gathaite,gathaite,22,Gathaite,7,2,CEN,1351,657,694,338,3.53,382.45
81,Kamwangi,kamwangi,22,Gathaite,7,2,CEN,7216,3548,3668,1855,8.31,868.53
82,Kanyoni,kanyoni,22,Gathaite,7,2,CEN,4787,2338,2449,1195,9.15,523
83,Mwimuto,mwimuto,22,Gathaite,7,2,CEN,2525,1182,1343,628,6.33,398.6
84,Gachege,gachege,23,Githombokoni,7,2,CEN,3341,1618,1723,822,6.52,512.67
85,Kamunyaka,kamunyaka,23,Githombokoni,7,2,CEN,1941,962,979,477,5.9,329.07
86,Kieni,kieni,23,Githombokoni,7,2,CEN,1377,708,669,470,95.06,14.49
87,Njahi,njahi,23,Githombokoni,7,2,CEN,2752,1279,1473,721,7.45,369.46
88,Igegania,igegania,24,Karuri,7,2,CEN,4190,1984,2206,1044,4.34,966.28
89,Karuri,karuri,24,Karuri,7,2,CEN,2349,1137,1212,647,2.54,923.68
90,Nyamangara,nyamangara,24,Karuri,7,2,CEN,3608,1772,1836,904,5.02,718.18
91,Gatukuyu,gatukuyu,25,Mangu,7,2,CEN,6569,3191,3378,1730,4.45,1476.18
92,Mangu,mangu,25,Mangu,7,2,CEN,6303,3052,3251,1585,6.44,978.3
93,Mitero,mitero,25,Mangu,7,2,CEN,2897,1362,1535,766,3.54,818.41
94,Mukurwe,mukurwe,25,Mangu,7,2,CEN,3097,1530,1567,762,4.89,633.45
95,Githunguri,githunguri,26,Githunguri,8,3,CEN,17722,8692,9030,5152,15.02,1179.78
96,Kanjai,kanjai,26,Githunguri,8,3,CEN,8746,4330,4416,2177,9.07,964.29
97,Kiairia,kiairia,26,Githunguri,8,3,CEN,9910,4920,4990,2395,12.6,786.7
98,Giathieko,giathieko,27,Ngewa,8,3,CEN,4442,2205,2237,1142,5.18,857.3
99,Kimathi,kimathi,27,Ngewa,8,3,CEN,7510,3722,3788,1907,10.13,741.51
100,Nyaga,nyaga,27,Ngewa,8,3,CEN,10441,5214,5227,2936,9.27,1125.86
101,Gathangari,gathangari,28,Githiga,9,3,CEN,6630,3277,3353,1848,12.93,512.83
102,Githiga,githiga,28,Githiga,9,3,CEN,14542,7211,7331,3920,13.46,1080.35
103,Gitiha,gitiha,28,Githiga,9,3,CEN,6496,3147,3349,1708,8.95,725.95
104,Matuguta,matuguta,28,Githiga,9,3,CEN,3243,1586,1657,880,5.38,602.97
105,Ikinu,ikinu,29,Ikinu,9,3,CEN,6461,3189,3272,1712,5.31,1215.66
106,Kiaibabu,kiaibabu,29,Ikinu,9,3,CEN,6940,3464,3476,1716,5.53,1254.04
107,Lioki,lioki,29,Ikinu,9,3,CEN,6254,3075,3179,1640,6.8,919.49
108,Ngemwa,ngemwa,29,Ikinu,9,3,CEN,4013,1967,2046,982,4.71,852.63
109,Gathugu,gathugu,30,Kiratina,10,3,CEN,7432,3725,3707,1808,12.82,579.64
110,Kibichoi,kibichoi,30,Kiratina,10,3,CEN,8406,4081,4325,2330,8.43,997.65
111,Kiratina,kiratina,30,Kiratina,10,3,CEN,8714,4179,4535,2382,11.73,742.7
112,Kiambururu,kiambururu,31,Komothai,10,3,CEN,3899,1969,1930,1020,6.04,645.79
113,Mbari ya Igi,mbari-ya-igi,31,Komothai,10,3,CEN,3737,1822,1915,1066,7.55,494.76
114,Thuita,thuita,31,Komothai,10,3,CEN,2225,1070,1155,629,2.55,874.06
115,Cianda,cianda,32,Cianda,11,4,CEN,2700,1447,1253,950,21.03,128.4
116,Kawaida,kawaida,32,Cianda,11,4,CEN,12419,6091,6328,3574,15.66,793.2
117,Karuri,karuri,33,Kiambaa,11,4,CEN,11436,5610,5826,3326,4,2861.07
118,Kiambaa,kiambaa,33,Kiambaa,11,4,CEN,7907,3977,3930,2148,4.27,1851.97
119,Muchatha,muchatha,33,Kiambaa,11,4,CEN,13104,6556,6548,4033,3.16,4145.65
120,Njiku,njiku,33,Kiambaa,11,4,CEN,11317,5516,5801,3173,6.18,1830.43
121,Njoro,njoro,33,Kiambaa,11,4,CEN,4910,2328,2582,1432,3.01,1632.31
122,Gachie,gachie,34,Kihara,11,4,CEN,22443,11948,10495,7655,2.66,8452.15
123,Karura,karura,34,Kihara,11,4,CEN,4718,2384,2334,1278,2.5,1884.03
124,Kihara,kihara,34,Kihara,11,4,CEN,14434,7084,7350,4195,2.7,5340.98
125,Mahindi,mahindi,34,Kihara,11,4,CEN,3896,1873,2023,1048,2.5,1558.77
126,Wangunyu,wangunyu,34,Kihara,11,4,CEN,3576,1772,1804,944,2.57,1391.22
127,Ndenderu,ndenderu,35,Ruaka,11,4,CEN,10175,4942,5233,3022,3.31,3071.23
128,Ruaka,ruaka,35,Ruaka,11,4,CEN,13488,6579,6909,4436,4.07,3310.99
129,Gathanga,gathanga,36,Waguthu,11,4,CEN,8530,4314,4216,2305,5.59,1524.74
130,Kanunga,kanunga,36,Waguthu,11,4,CEN,5854,2878,2976,1464,4.96,1180.91
131,Ngegu,ngegu,36,Waguthu,11,4,CEN,8011,3998,4013,2298,2.96,2710.81
132,Anmer,anmer,37,Kamiti,12,4,CEN,3053,1588,1465,899,16.83,181.37
133,Kamiti,kamiti,37,Kamiti,12,4,CEN,3604,1903,1701,1250,21.72,165.93
134,Kiambu Town,kiambu-town,38,Kiambaa S/A,12,4,CEN,7893,3640,4253,2444,1.39,5678.83
135,Kiamumbi,kiamumbi,38,Kiambaa S/A,12,4,CEN,8443,4174,4269,2405,11.16,756.3
136,Thindigua,thindigua,38,Kiambaa S/A,12,4,CEN,10903,5576,5327,3580,20.45,533.07
137,Karunga,karunga,39,Ndumberi,12,4,CEN,8243,4030,4213,2462,3.29,2501.67
138,Ndumberi,ndumberi,39,Ndumberi,12,4,CEN,13715,6812,6903,3723,4.9,2800.81
139,Kihingo,kihingo,40,Riabai,12,4,CEN,11550,5569,5981,3581,5.1,2265.51
140,Riabai,riabai,40,Riabai,12,4,CEN,14359,6867,7492,4269,4.08,3519.62
141,Kagongo,kagongo,41,Tinganga,12,4,CEN,5784,2808,2976,1504,4.82,1199.23
142,Tinganga,tinganga,41,Tinganga,12,4,CEN,7286,3532,3754,1944,4.18,1741.35
143,Karambaini,karambaini,42,Karambaini,13,5,CEN,5387,2729,2658,1801,22.89,235.39
144,Kiawaroga,kiawaroga,42,Karambaini,13,5,CEN,7026,3663,3363,2153,18.65,376.82
145,Mabrouke,mabrouke,42,Karambaini,13,5,CEN,15935,8055,7880,4892,16.35,974.68
146,Bibirioni,bibirioni,43,Limuru,13,5,CEN,21202,10441,10761,5481,21.87,969.59
147,Kamirithu,kamirithu,43,Limuru,13,5,CEN,17321,8672,8649,4620,16.3,1062.61
148,Limuru Town,limuru-town,43,Limuru,13,5,CEN,4355,2116,2239,1618,1.49,2922.82
149,Kabuku,kabuku,44,Ngecha,13,5,CEN,3259,1553,1706,901,1.66,1965.03
150,Ngecha,ngecha,44,Ngecha,13,5,CEN,9214,4555,4659,2509,8.72,1056.83
151,Gatimu,gatimu,45,Rironi,13,5,CEN,3706,1844,1862,881,3.69,1004.91
152,Rironi,rironi,45,Rironi,13,5,CEN,5829,2745,3084,1610,4.02,1451.23
153,Ithanji,ithanji,46,Tigoni,13,5,CEN,8376,4223,4153,2784,19.22,435.86
154,Red Hill,red-hill,46,Tigoni,13,5,CEN,3135,1714,1421,965,22.2,141.25
155,Nderu,nderu,47,Ndeiya,14,5,CEN,8562,4228,4334,2044,39.2,218.44
156,Ndiuni,ndiuni,47,Ndeiya,14,5,CEN,2479,1207,1272,581,10.95,226.48
157,Thigio,thigio,47,Ndeiya,14,5,CEN,11098,5307,5791,2727,52.62,210.93
158,Tiekunu,tiekunu,47,Ndeiya,14,5,CEN,4248,2141,2107,975,21.91,193.86
159,Chura,chura,48,Kabete,15,6,CEN,3420,1689,1731,948,2.74,1248.31
160,Kibichiku,kibichiku,48,Kabete,15,6,CEN,16126,8267,7859,5213,5.11,3155.46
161,Lower Kabete,lower-kabete,48,Kabete,15,6,CEN,14531,6996,7535,4446,4.98,2918.75
162,Ruku,ruku,48,Kabete,15,6,CEN,7383,3639,3744,2195,2.97,2488.12
163,Gitaru,gitaru,49,Muguga,15,6,CEN,14730,7269,7461,4580,4.16,3542.99
164,Kahuho,kahuho,49,Muguga,15,6,CEN,7326,3672,3654,1838,6.06,1208.89
165,Kanyariri,kanyariri,49,Muguga,15,6,CEN,11027,5405,5622,3111,6.64,1659.87
166,Muguga,muguga,49,Muguga,15,6,CEN,12818,6160,6658,3407,6.31,2032.54
167,Gathiga,gathiga,50,Nyathuna,15,6,CEN,6826,3438,3388,1842,3.32,2054.04
168,Karura,karura,50,Nyathuna,15,6,CEN,5598,2746,2852,1511,4.51,1240.75
169,Kirangari,kirangari,50,Nyathuna,15,6,CEN,9743,4777,4966,2695,4.78,2038.46
170,Nyathuna,nyathuna,50,Nyathuna,15,6,CEN,6604,3267,3337,1746,5.21,1267.44
171,Gikambura,gikambura,51,Karai,16,6,CEN,13612,6655,6957,3720,11.92,1142.28
172,Karai,karai,51,Karai,16,6,CEN,1780,882,898,437,5.64,315.52
173,Lusegetti,lusegetti,51,Karai,16,6,CEN,6526,3235,3291,1684,11.39,573
174,Nachu,nachu,51,Karai,16,6,CEN,4127,2023,2104,1098,62.01,66.56
175,Rengutti,rengutti,51,Karai,16,6,CEN,5407,2587,2820,1400,9.82,550.85
176,Kari,kari,52,Kikuyu,16,6,CEN,2595,1293,1302,667,13.12,197.79
177,Kerwa,kerwa,52,Kikuyu,16,6,CEN,14866,7313,7553,3542,17.83,833.58
178,Kikuyu Tship,kikuyu-tship,52,Kikuyu,16,6,CEN,16302,7887,8415,4980,14.15,1152.08
179,Sigona,sigona,52,Kikuyu,16,6,CEN,11957,5979,5978,3653,6.7,1783.56
180,Gitiba,gitiba,53,Kinoo,16,6,CEN,5028,2600,2428,1501,10.01,502.32
181,Kinoo,kinoo,53,Kinoo,16,6,CEN,27082,12899,14183,8710,6.28,4309.81
182,Thogoto,thogoto,53,Kinoo,16,6,CEN,16120,7831,8289,4747,6.89,2340.74
183,Uthiru,uthiru,53,Kinoo,16,6,CEN,24295,11861,12434,7374,3.52,6910.63
184,Kariko,kariko,54,Inoi,17,7,CEN,9940,4795,5145,2911,12.04,825.43
185,Mbeti,mbeti,54,Inoi,17,7,CEN,4039,1884,2155,1212,6.12,659.79
186,Ndimi,ndimi,54,Inoi,17,7,CEN,7207,3529,3678,2062,7.59,949.93
187,Thaita,thaita,54,Inoi,17,7,CEN,6141,2972,3169,1752,8.41,730.61
188,Kanyei,kanyei,55,Kanyekine,17,7,CEN,6100,3019,3081,1715,9.15,666.91
189,Kathare,kathare,55,Kanyekine,17,7,CEN,5536,2759,2777,1573,9.05,611.47
190,Kiaga,kiaga,55,Kanyekine,17,7,CEN,4010,1994,2016,1079,8.35,480.4
191,Kianjege,kianjege,55,Kanyekine,17,7,CEN,5343,2632,2711,1431,9,593.8
192,Kaguyu,kaguyu,56,Kerugoya,17,7,CEN,17551,8195,9356,5667,9.99,1757.45
193,Kaitheri,kaitheri,56,Kerugoya,17,7,CEN,3966,1966,2000,1208,3.47,1141.69
194,Kimandi,kimandi,56,Kerugoya,17,7,CEN,5272,2582,2690,1423,7.24,728.67
195,Karia,karia,57,Koroma,17,7,CEN,3547,2004,1543,941,5.07,699.95
196,Nduini,nduini,57,Koroma,17,7,CEN,5448,2789,2659,1488,10.39,524.3
197,Ngaru,ngaru,57,Koroma,17,7,CEN,5896,2939,2957,1548,10.54,559.65
198,Kamigua,kamigua,58,Kutus,17,7,CEN,5571,2780,2791,1818,9.69,574.96
199,Kangu,kangu,58,Kutus,17,7,CEN,2471,1210,1261,673,7.37,335.23
200,Kithiriti,kithiriti,58,Kutus,17,7,CEN,6209,3099,3110,1906,8.8,705.9
201,Kabari,kabari,59,Mutira,17,7,CEN,9298,4425,4873,2835,9.78,950.64
202,Kagumo,kagumo,59,Mutira,17,7,CEN,2461,1182,1279,737,4.66,528.44
203,Kaguyu,kaguyu,59,Mutira,17,7,CEN,4785,2267,2518,1316,7.11,672.71
204,Kirunda,kirunda,59,Mutira,17,7,CEN,6815,3347,3468,1902,8.48,803.79
205,Gatu,gatu,60,Baragwi,18,7,CEN,5257,2652,2605,1494,8.51,617.92
206,Raimu,raimu,60,Baragwi,18,7,CEN,4478,2183,2295,1466,5.3,845.03
207,Rwambiti,rwambiti,60,Baragwi,18,7,CEN,5809,2850,2959,1644,11.24,516.89
208,Thimu,thimu,60,Baragwi,18,7,CEN,4483,2219,2264,1293,5.77,776.61
209,Kiritini,kiritini,61,Kabare,18,7,CEN,4993,2431,2562,1386,6.43,776.82
210,Mikarara,mikarara,61,Kabare,18,7,CEN,4377,2201,2176,1246,9.89,442.71
211,Ngiroche,ngiroche,61,Kabare,18,7,CEN,3216,1545,1671,945,4.94,650.85
212,Rukenya,rukenya,61,Kabare,18,7,CEN,3951,1973,1978,1085,8.46,467.03
213,Guama,guama,62,Karumandi,18,7,CEN,5451,2695,2756,1579,8.2,664.63
214,Kariru,kariru,62,Karumandi,18,7,CEN,3904,1960,1944,1104,8.23,474.65
215,Kiaruri,kiaruri,62,Karumandi,18,7,CEN,5534,2660,2874,1639,7.58,730.32
216,Thumaita,thumaita,62,Karumandi,18,7,CEN,9013,4386,4627,2631,14.58,618.25
217,Gachigi,gachigi,63,Kirima,18,7,CEN,8918,4192,4726,2562,13.68,651.89
218,Mutige,mutige,63,Kirima,18,7,CEN,4123,1941,2182,1217,5.75,716.88
219,Njuku,njuku,63,Kirima,18,7,CEN,8911,4293,4618,2611,13.29,670.76
220,Kabari,kabari,64,Ngariama,18,7,CEN,4305,2087,2218,1282,7.91,543.97
221,Nyangeni,nyangeni,64,Ngariama,18,7,CEN,5098,2544,2554,1497,10.34,492.98
222,Rungeto,rungeto,64,Ngariama,18,7,CEN,5050,2494,2556,1507,11.9,424.45
223,Thirikwa,thirikwa,64,Ngariama,18,7,CEN,3611,1837,1774,1125,7.27,496.51
224,Kanjuu,kanjuu,65,Njukiini,18,7,CEN,7856,3942,3914,2218,22.29,352.47
225,Mirichi,mirichi,65,Njukiini,18,7,CEN,6627,3235,3392,1832,14.32,462.64
226,Ngerwe,ngerwe,65,Njukiini,18,7,CEN,4235,2099,2136,1233,9.26,457.1
227,Ngiriambu,ngiriambu,65,Njukiini,18,7,CEN,5472,2710,2762,1492,14.18,385.97
228,Mt Kenya Forest,mt-kenya-forest,66,Mt Kenya Forest,19,7,CEN,0,0,0,0,350,0
229,Kathiga,kathiga,67,Kangai,20,7,CEN,10102,5060,5042,2826,18.35,550.48
230,Kombu-Ini,kombu-ini,67,Kangai,20,7,CEN,5696,2828,2868,1507,10.21,558.1
231,Mathigaini,mathigaini,67,Kangai,20,7,CEN,3502,1749,1753,969,10.19,343.73
232,Kamunyange,kamunyange,68,Murinduko,20,7,CEN,4933,2526,2407,1467,17.66,279.4
233,Miuu,miuu,68,Murinduko,20,7,CEN,7496,4281,3215,2088,81.67,91.78
234,Mugambaciura,mugambaciura,68,Murinduko,20,7,CEN,7189,3642,3547,1953,28.13,255.57
235,Riagacheru,riagacheru,68,Murinduko,20,7,CEN,8632,4402,4230,2422,31.31,275.7
236,Kabiriri,kabiriri,69,Mutithi,20,7,CEN,8701,4392,4309,2578,38.86,223.91
237,Kiandegwa,kiandegwa,69,Mutithi,20,7,CEN,5619,2856,2763,1724,13.68,410.68
238,Kinyaga,kinyaga,69,Mutithi,20,7,CEN,6645,3267,3378,1898,19.28,344.6
239,Rukanga,rukanga,69,Mutithi,20,7,CEN,5899,3039,2860,1407,34.96,168.76
240,Kirimara,kirimara,70,Nyangati,20,7,CEN,2471,1244,1227,711,9.31,265.35
241,Mathangauta,mathangauta,70,Nyangati,20,7,CEN,5066,2520,2546,1521,7.23,701.14
242,Nyangati,nyangati,70,Nyangati,20,7,CEN,8294,3936,4358,2489,17.09,485.29
243,Gathigiriri,gathigiriri,71,Tebere,20,7,CEN,7333,3904,3429,2044,12.95,566.05
244,Kiarukungu,kiarukungu,71,Tebere,20,7,CEN,31645,15686,15959,10189,57.83,547.23
245,Mahigaini,mahigaini,71,Tebere,20,7,CEN,5938,2989,2949,1610,12.04,493.37
246,Kiratina,kiratina,72,Thiba,20,7,CEN,12151,6092,6059,3759,16.73,726.48
247,Nguka,nguka,72,Thiba,20,7,CEN,11068,5412,5656,3150,17.3,639.95
248,Wamumu,wamumu,72,Thiba,20,7,CEN,17881,8984,8897,5132,61.98,288.52
249,Gacharu,gacharu,73,Kariti,21,7,CEN,5115,2523,2592,1441,15.57,328.42
250,Mukui,mukui,73,Kariti,21,7,CEN,3793,1871,1922,1062,6.4,592.85
251,Nyangio,nyangio,73,Kariti,21,7,CEN,4524,2229,2295,1240,12.8,353.53
252,Sagana,sagana,73,Kariti,21,7,CEN,9786,4816,4970,3256,16.67,587.04
253,Thigirichi,thigirichi,73,Kariti,21,7,CEN,4725,2313,2412,1330,18.7,252.65
254,Kiangai,kiangai,74,Kiine,21,7,CEN,8551,4061,4490,2629,15.94,536.34
255,Kibigoti,kibigoti,74,Kiine,21,7,CEN,6606,3184,3422,1926,13.21,499.94
256,Ngugu-Ine,ngugu-ine,74,Kiine,21,7,CEN,5790,2715,3075,1716,12.02,481.52
257,Ruiru,ruiru,74,Kiine,21,7,CEN,3965,1976,1989,1147,10.2,388.77
258,Kagioini,kagioini,75,Mukure,21,7,CEN,4478,2184,2294,1227,7.15,626.04
259,Kanyokora,kanyokora,75,Mukure,21,7,CEN,5305,2545,2760,1560,9.61,551.91
260,Mukure,mukure,75,Mukure,21,7,CEN,8493,4036,4457,2476,18.9,449.44
261,Gitaku,gitaku,76,Mwerua,21,7,CEN,7843,3919,3924,2351,16.18,484.85
262,Kianjanga,kianjanga,76,Mwerua,21,7,CEN,4417,2164,2253,1204,7.44,593.76
263,Kithumbu,kithumbu,76,Mwerua,21,7,CEN,11529,5532,5997,3685,18.9,610.13
264,Maitharui,maitharui,76,Mwerua,21,7,CEN,4595,2255,2340,1241,11.07,414.92
265,Kagwe,kagwe,77,Gatamaiyu,22,8,CEN,8626,4221,4405,2357,15.01,574.53
266,Kamuchege,kamuchege,77,Gatamaiyu,22,8,CEN,5440,2759,2681,1364,10.12,537.54
267,Kagaa,kagaa,78,Kamburu,22,8,CEN,5100,2573,2527,1399,14,364.25
268,Kamburu,kamburu,78,Kamburu,22,8,CEN,5658,2773,2885,1501,9.94,568.96
269,Matimbei,matimbei,78,Kamburu,22,8,CEN,2753,1350,1403,733,7.5,367.15
270,Gachoire,gachoire,79,Nyanduma,22,8,CEN,6533,3154,3379,1723,16.16,404.24
271,Nyanduma,nyanduma,79,Nyanduma,22,8,CEN,8295,4062,4233,2047,18.99,436.83
272,Gitithia,gitithia,80,Gitithia,23,8,CEN,4931,2389,2542,1168,13.25,372.16
273,Nyambari,nyambari,80,Gitithia,23,8,CEN,3227,1562,1665,862,2.77,1165.36
274,Kamae,kamae,81,Kamae,23,8,CEN,6614,3215,3399,1492,57.52,114.99
275,Kamukombini,kamukombini,81,Kamae,23,8,CEN,4804,2343,2461,1023,16.69,287.88
276,Bathi,bathi,82,Kijabe,23,8,CEN,7017,3358,3659,1817,7.25,968.09
277,Kijabe,kijabe,82,Kijabe,23,8,CEN,5853,2656,3197,1529,13.21,443.14
278,Magina,magina,82,Kijabe,23,8,CEN,5661,2721,2940,1426,3.25,1741.9
279,Mbauini,mbauini,82,Kijabe,23,8,CEN,2645,1288,1357,604,6.04,437.94
280,Kinale,kinale,83,Kinale,23,8,CEN,6528,3197,3331,1396,19.48,335.09
281,Mukeu,mukeu,83,Kinale,23,8,CEN,8061,4042,4019,1826,92.81,86.86
282,Escarpment,escarpment,84,Kirenga,23,8,CEN,3688,1797,1891,867,16.66,221.36
283,Gituamba,gituamba,84,Kirenga,23,8,CEN,2192,1090,1102,544,4.01,546.08
