code,name,slug,location_code,location_name,division_code,district_code,former_province_code,population_2009,population_male,population_female,households,area_km2,density_per_km2
3522,Nyanchabo,nyanchabo,1368,Bugumbe Central,350,84,NYZ,2749,1304,1445,480,11.96,229.78
3523,Nyangoge,nyangoge,1369,Bugumbe East,350,84,NYZ,3187,1513,1674,469,10.45,304.98
3524,Nyankore,nyankore,1369,Bugumbe East,350,84,NYZ,8094,3908,4186,1215,19.02,425.59
3525,Masaba,masaba,1370,Bugumbe North,350,84,NYZ,4375,2130,2245,800,16.28,268.81
3526,Nyamagagana,nyamagagana,1370,Bugumbe North,350,84,NYZ,3813,1842,1971,688,15.27,249.64
3527,Kombe,kombe,1371,Kombe,350,84,NYZ,1749,807,942,317,5.05,346.18
3528,Sasegi,sasegi,1371,Kombe,350,84,NYZ,1178,563,615,226,5.06,232.68
3529,Kiogutwa,kiogutwa,1372,Central Kitutu,351,85,NYZ,8655,4094,4561,1911,12.22,708.53
3530,Morako,morako,1372,Central Kitutu,351,85,NYZ,6426,2994,3432,1470,8.04,798.8
3531,Mwabosire,mwabosire,1372,Central Kitutu,351,85,NYZ,6119,2959,3160,1360,9.26,660.46
3532,Nyakongo,nyakongo,1372,Central Kitutu,351,85,NYZ,9089,4323,4766,1936,11.39,797.69
3533,Irianyi,irianyi,1373,Kemera,351,85,NYZ,4110,1965,2145,950,4.57,899.68
3534,Kiabiraa,kiabiraa,1373,Kemera,351,85,NYZ,9081,4405,4676,1984,6.38,1422.8
3535,Kiangoso,kiangoso,1373,Kemera,351,85,NYZ,5068,2374,2694,1114,7.12,711.91
3536,Moitunya,moitunya,1373,Kemera,351,85,NYZ,6473,2995,3478,1389,7.64,847.07
3537,Nyachichi,nyachichi,1373,Kemera,351,85,NYZ,4810,2316,2494,1045,5.99,802.75
3538,Nyangena,nyangena,1373,Kemera,351,85,NYZ,5765,2753,3012,1279,7.26,794.49
3539,Bogwendo,bogwendo,1374,North Kitutu,351,85,NYZ,5196,2436,2760,1161,8.69,597.77
3540,Gekano,gekano,1374,North Kitutu,351,85,NYZ,3419,1607,1812,712,3.88,881.96
3541,Nyaguku,nyaguku,1374,North Kitutu,351,85,NYZ,4973,2326,2647,1050,6.73,739.16
3542,Nyambaria,nyambaria,1374,North Kitutu,351,85,NYZ,5248,2552,2696,1213,7.4,709.1
3543,Sirate,sirate,1374,North Kitutu,351,85,NYZ,3427,1579,1848,721,4.74,722.46
3544,Masaba,masaba,1375,Mogonga,352,86,NYZ,2536,1202,1334,581,5.66,448.41
3545,Mogweko,mogweko,1375,Mogonga,352,86,NYZ,6746,3311,3435,1334,4.77,1413.49
3546,Amabuko,amabuko,1376,N/Irianyi,352,86,NYZ,4762,2285,2477,1045,3.91,1219.31
3547,Bogeche,bogeche,1376,N/Irianyi,352,86,NYZ,8173,3791,4382,1744,11.64,702.02
3548,Emeroka,emeroka,1376,N/Irianyi,352,86,NYZ,2004,943,1061,421,3.14,637.24
3549,Gesabakwa,gesabakwa,1377,Nyamagesa,352,86,NYZ,5125,2419,2706,1110,5.7,899.15
3550,Giensembe,giensembe,1377,Nyamagesa,352,86,NYZ,3697,1758,1939,792,5.11,723.2
3551,Ichuni,ichuni,1377,Nyamagesa,352,86,NYZ,5967,2720,3247,1364,4.78,1247.1
3552,Kegogi,kegogi,1377,Nyamagesa,352,86,NYZ,2726,1284,1442,603,2.64,1032.3
3553,Nyankononi,nyankononi,1377,Nyamagesa,352,86,NYZ,6248,2981,3267,1244,11.33,551.36
3554,Chironge,chironge,1378,Nyaribari C,352,86,NYZ,2542,1184,1358,562,3.6,706.68
3555,Getare,getare,1378,Nyaribari C,352,86,NYZ,2812,1344,1468,688,2.91,966.16
3556,Ibacho,ibacho,1378,Nyaribari C,352,86,NYZ,2811,1273,1538,683,3.27,860.03
3557,Mobamba,mobamba,1378,Nyaribari C,352,86,NYZ,3177,1502,1675,696,3.4,934.85
3558,Chibwobi,chibwobi,1379,Gesusu,353,86,NYZ,767,360,407,168,1.8,425.76
3559,Getacho,getacho,1379,Gesusu,353,86,NYZ,2163,1088,1075,485,2.94,735.26
3560,Geteri,geteri,1379,Gesusu,353,86,NYZ,4381,2050,2331,915,4.9,893.39
3561,Ikenye,ikenye,1379,Gesusu,353,86,NYZ,4715,2264,2451,1032,5.5,857.37
3562,Nyamesocho,nyamesocho,1379,Gesusu,353,86,NYZ,3179,1477,1702,641,4.86,654.32
3563,Bongonta,bongonta,1380,Ikorongo,353,86,NYZ,4341,2103,2238,867,5.14,844.82
3564,Gekonge,gekonge,1380,Ikorongo,353,86,NYZ,2917,1348,1569,598,4.87,598.8
3565,Nyasike,nyasike,1380,Ikorongo,353,86,NYZ,1623,781,842,333,2.67,606.77
3566,Sosera,sosera,1380,Ikorongo,353,86,NYZ,4483,2138,2345,960,6.76,663.13
3567,Ekware,ekware,1381,North Masaba,353,86,NYZ,5101,2403,2698,1086,7.13,715.16
3568,Engorwa,engorwa,1381,North Masaba,353,86,NYZ,3200,1462,1738,648,4.59,696.96
3569,Ibanchore,ibanchore,1381,North Masaba,353,86,NYZ,4038,1938,2100,876,3.91,1032.92
3570,Kerema,kerema,1381,North Masaba,353,86,NYZ,2149,977,1172,424,3.69,581.68
3571,Nyamasibi,nyamasibi,1381,North Masaba,353,86,NYZ,5978,2787,3191,1347,8.75,683
3572,Riuri,riuri,1381,North Masaba,353,86,NYZ,3678,1736,1942,787,4.91,748.72
3573,Metembe,metembe,1382,Ramasha,353,86,NYZ,3462,1656,1806,740,5.91,585.44
3574,Riamichoki,riamichoki,1382,Ramasha,353,86,NYZ,1860,886,974,387,3.75,496
3575,Suguta,suguta,1382,Ramasha,353,86,NYZ,4709,2202,2507,971,7.96,591.43
3576,Biticha,biticha,1383,East Kitutu,354,86,NYZ,7717,3624,4093,1677,11.3,682.79
3577,Bocharia,bocharia,1383,East Kitutu,354,86,NYZ,16267,7825,8442,3881,10.8,1506.25
3578,Embaro,embaro,1383,East Kitutu,354,86,NYZ,11047,5277,5770,2395,15.62,707.05
3579,Nyankoba,nyankoba,1383,East Kitutu,354,86,NYZ,8269,3910,4359,1832,9.58,862.99
3580,Girango,girango,1384,Gachuba,354,86,NYZ,11439,5411,6028,2476,13.09,873.99
3581,Miriri,miriri,1384,Gachuba,354,86,NYZ,9238,4286,4952,2001,12.61,732.69
3582,Rigena,rigena,1384,Gachuba,354,86,NYZ,11628,5349,6279,2581,13.73,847.2
3583,Nyatieno,nyatieno,1385,Gesima,354,86,NYZ,7193,3399,3794,1625,10.6,678.46
3584,Riamoni,riamoni,1385,Gesima,354,86,NYZ,14250,6721,7529,3140,18.87,755
3585,Karantini,karantini,1386,Mochenwa,354,86,NYZ,2354,1126,1228,500,4.81,489.5
3586,Nyabiosi,nyabiosi,1386,Mochenwa,354,86,NYZ,9165,4303,4862,1941,15.86,577.73
3587,Nyamakoroto,nyamakoroto,1386,Mochenwa,354,86,NYZ,2710,1252,1458,605,4.62,586.63
3588,Otati,otati,1387,Central Karungu,355,87,NYZ,2688,1294,1394,554,15.24,176.41
3589,Raga,raga,1387,Central Karungu,355,87,NYZ,4433,2113,2320,1019,13.19,336.12
3590,Alendo,alendo,1388,East Karungu,355,87,NYZ,2285,1100,1185,501,16.15,141.49
3591,Misiwi,misiwi,1388,East Karungu,355,87,NYZ,2718,1263,1455,585,13.05,208.25
3592,Ngira,ngira,1389,S.E. Karungu,355,87,NYZ,3853,1844,2009,810,21.53,178.92
3593,Okayo,okayo,1389,S.E. Karungu,355,87,NYZ,2787,1313,1474,617,17.25,161.54
3594,Gunga,gunga,1390,West Karungu,355,87,NYZ,7225,3494,3731,1511,27.54,262.31
3595,Sori,sori,1390,West Karungu,355,87,NYZ,10117,5051,5066,2271,15.21,664.98
3596,Nyabomo,nyabomo,1391,Central Muhuru,356,87,NYZ,4493,2155,2338,945,4.52,992.95
3597,Sumba,sumba,1391,Central Muhuru,356,87,NYZ,6070,2945,3125,1353,5.18,1171.61
3598,Tagache,tagache,1392,East Muhuru,356,87,NYZ,3198,1587,1611,669,8.72,366.75
3599,Winjo,winjo,1392,East Muhuru,356,87,NYZ,1452,673,779,300,6.39,227.16
3600,Ibencho,ibencho,1393,South East Muhuru,356,87,NYZ,1147,523,624,253,6.99,164.05
3601,Nyakondo,nyakondo,1393,South East Muhuru,356,87,NYZ,1710,806,904,368,6.95,246.19
3602,Kithi,kithi,1394,West Muhuru,356,87,NYZ,2696,1330,1366,538,4.24,635.43
3603,Nyancha,nyancha,1394,West Muhuru,356,87,NYZ,2252,1108,1144,405,1.81,1244.06
3604,East Kanyuor,east-kanyuor,1395,Central Kadem,357,87,NYZ,3446,1692,1754,720,28.41,121.29
3605,Kakelo Kakoth,kakelo-kakoth,1395,Central Kadem,357,87,NYZ,4414,2056,2358,927,19.52,226.09
3606,Karapolo,karapolo,1395,Central Kadem,357,87,NYZ,5443,2609,2834,1178,38.47,141.5
3607,West Kanyuor,west-kanyuor,1395,Central Kadem,357,87,NYZ,2237,1054,1183,442,14.38,155.62
3608,Bande,bande,1396,East Kadem,357,87,NYZ,3949,1892,2057,818,27.93,141.41
3609,Nyandago,nyandago,1396,East Kadem,357,87,NYZ,3751,1824,1927,737,20.29,184.82
3610,Kiasa,kiasa,1397,Kaler,357,87,NYZ,5359,2474,2885,1100,32.34,165.71
3611,Olasi,olasi,1397,Kaler,357,87,NYZ,4416,2128,2288,870,26.31,167.84
3612,Kiwiro,kiwiro,1398,North East Kadem,357,87,NYZ,2993,1388,1605,657,24.98,119.8
3613,Okenge,okenge,1398,North East Kadem,357,87,NYZ,3706,1700,2006,797,27.29,135.81
3614,Bala,bala,1399,North Kadem,357,87,NYZ,3735,1849,1886,738,18.77,198.99
3615,Magungu,magungu,1399,North Kadem,357,87,NYZ,4723,2223,2500,1041,32.88,143.65
3616,Mikei,mikei,1400,South East Kadem,357,87,NYZ,5399,2549,2850,1128,23.13,233.46
3617,Nyatike,nyatike,1400,South East Kadem,357,87,NYZ,3205,1573,1632,680,27.38,117.06
3618,Owich,owich,1400,South East Kadem,357,87,NYZ,3332,1566,1766,716,21.98,151.62
3619,C. Kanyaruanda,c-kanyaruanda,1401,South Kadem,357,87,NYZ,2495,1183,1312,512,19.11,130.57
3620,E.Kanyaruanda,e-kanyaruanda,1401,South Kadem,357,87,NYZ,3929,1857,2072,806,19.6,200.49
3621,W.Kanyaruanda,w-kanyaruanda,1401,South Kadem,357,87,NYZ,4331,2072,2259,848,25.23,171.66
3622,Amoyo,amoyo,1402,West Kadem,357,87,NYZ,4056,1855,2201,871,16.53,245.44
3623,Aneko,aneko,1402,West Kadem,357,87,NYZ,3294,1577,1717,625,7.75,424.81
3624,Winam,winam,1402,West Kadem,357,87,NYZ,7288,3489,3799,1513,21.43,340.03
3625,Ngege,ngege,1403,Central Suna,358,87,NYZ,7123,3507,3616,1452,17.53,406.38
3626,Wasweta I,wasweta-i,1403,Central Suna,358,87,NYZ,20522,10050,10472,4884,10.13,2025.9
3627,North Osingo,north-osingo,1404,East Suna,358,87,NYZ,3961,1903,2058,801,10.44,379.34
3628,South Osingo,south-osingo,1404,East Suna,358,87,NYZ,4387,2057,2330,917,10.17,431.38
3629,Manyatta,manyatta,1405,God Jope,358,87,NYZ,5929,2815,3114,1180,12.62,469.86
3630,Wasio,wasio,1405,God Jope,358,87,NYZ,4290,2097,2193,823,9.28,462.15
3631,Kakrao,kakrao,1406,North Suna,358,87,NYZ,13816,6640,7176,2710,29.41,469.74
3632,Otacho,otacho,1406,North Suna,358,87,NYZ,9382,4551,4831,1785,36.09,259.94
3633,Kwa,kwa,1407,Suna Rabuor,358,87,NYZ,6850,3313,3537,1382,15.5,441.92
3634,Onguo,onguo,1407,Suna Rabuor,358,87,NYZ,3348,1590,1758,646,9.07,369.01
3635,Marindi,marindi,1408,Suna Ragana,358,87,NYZ,13441,6486,6955,2898,20.3,662.12
3636,Oruba,oruba,1408,Suna Ragana,358,87,NYZ,19406,9191,10215,4473,9.98,1944.06
3637,Ogwedhi,ogwedhi,1409,Upper Suna,358,87,NYZ,3258,1600,1658,721,4.73,688.26
3638,Sagegi,sagegi,1409,Upper Suna,358,87,NYZ,3811,1885,1926,748,12.97,293.9
3639,Mukuro,mukuro,1410,Lower Suna,359,87,NYZ,6005,2860,3145,1183,27.16,221.07
3640,Nyasoko,nyasoko,1410,Lower Suna,359,87,NYZ,8345,4047,4298,1672,26.66,313.06
3641,Sagero,sagero,1411,South Suna,359,87,NYZ,6021,2894,3127,1208,15.49,388.61
3642,Wasweta Ii,wasweta-ii,1411,South Suna,359,87,NYZ,11931,5670,6261,2498,39.27,303.85
3643,Kirengo,kirengo,1412,Suna Nyabisawa,359,87,NYZ,5085,2435,2650,1009,19.78,257.06
3644,Nyamanga,nyamanga,1412,Suna Nyabisawa,359,87,NYZ,5359,2442,2917,1000,9.52,562.99
3645,God Kwer,god-kwer,1413,Suna Raha,359,87,NYZ,5120,2406,2714,1132,23.86,214.62
3646,Wiga,wiga,1413,Suna Raha,359,87,NYZ,4626,2216,2410,1055,25.94,178.34
3647,Mubachi,mubachi,1414,Suna Wasimbete,359,87,NYZ,5723,2784,2939,1116,27.73,206.36
3648,Nyamaranga,nyamaranga,1414,Suna Wasimbete,359,87,NYZ,4479,2138,2341,879,24.52,182.7
3649,Giribe,giribe,1415,West Suna,359,87,NYZ,4316,1999,2317,917,18.48,233.54
3650,Kopanga,kopanga,1415,West Suna,359,87,NYZ,4714,2298,2416,1004,23.34,201.96
3651,Boisanga Ii,boisanga-ii,1416,Itibo,360,88,NYZ,9580,4665,4915,1930,9.66,992.03
3652,Bokurati 2,bokurati-2,1416,Itibo,360,88,NYZ,6020,2800,3220,1321,7.17,840
3653,Bonyakoni,bonyakoni,1416,Itibo,360,88,NYZ,11998,5826,6172,2548,16.07,746.47
3654,Mokomoni,mokomoni,1417,Kiabonyoru,360,88,NYZ,14380,6869,7511,3089,19.51,736.96
3655,Nyangoge,nyangoge,1417,Kiabonyoru,360,88,NYZ,11185,5389,5796,2427,11.22,996.9
3656,Nyaramba,nyaramba,1417,Kiabonyoru,360,88,NYZ,6231,3024,3207,1460,4.51,1380.19
3657,Omonon0,omonon0,1417,Kiabonyoru,360,88,NYZ,11868,5720,6148,2434,14.13,840
3658,Boisanga 1,boisanga-1,1418,Obwari,360,88,NYZ,10228,4932,5296,2221,17.72,577.07
3659,Bokurati 1,bokurati-1,1418,Obwari,360,88,NYZ,8241,3949,4292,1786,11.76,700.75
3660,Ikonge,ikonge,1418,Obwari,360,88,NYZ,8190,3980,4210,1964,7.05,1162.08
3661,Charachani,charachani,1419,Keera,361,88,NYZ,8555,4039,4516,1908,9.62,889.07
3662,Nyameru,nyameru,1419,Keera,361,88,NYZ,4586,2209,2377,952,4.96,923.96
3663,Timi,timi,1419,Keera,361,88,NYZ,8182,3861,4321,1798,10.57,773.96
3664,Bokiambori,bokiambori,1420,W.Mugirango,361,88,NYZ,7168,3370,3798,1528,10.42,687.69
3665,Bomabacho,bomabacho,1420,W.Mugirango,361,88,NYZ,7631,3601,4030,1667,9.96,766.48
3666,Bomanyanya,bomanyanya,1420,W.Mugirango,361,88,NYZ,6014,2879,3135,1370,7.56,795.1
3667,Bonyaiguba,bonyaiguba,1420,W.Mugirango,361,88,NYZ,6864,3140,3724,1417,6.39,1074.25
3668,Miruka,miruka,1420,W.Mugirango,361,88,NYZ,4999,2363,2636,1088,6.53,766
3669,Bundo,bundo,1421,Bogichora,362,88,NYZ,5348,2616,2732,1185,6.61,808.88
3670,Ibucha,ibucha,1421,Bogichora,362,88,NYZ,5102,2152,2950,991,5.07,1006.67
3671,Mongorisi,mongorisi,1421,Bogichora,362,88,NYZ,10053,4840,5213,2025,11.36,884.91
3672,Siamani,siamani,1422,Bonyamatuta Chache,362,88,NYZ,5899,2840,3059,1244,8.21,718.64
3673,Township,township,1422,Bonyamatuta Chache,362,88,NYZ,19577,9532,10045,4591,12.89,1519.17
3674,Kebirigo,kebirigo,1423,Bonyamatuta Masaba,362,88,NYZ,13541,6640,6901,2907,13.33,1015.81
3675,Nyambisiba,nyambisiba,1423,Bonyamatuta Masaba,362,88,NYZ,6396,3098,3298,1303,8.59,744.73
3676,Bigege,bigege,1424,Bosamaro Chache,362,88,NYZ,10928,5036,5892,2397,12.51,873.53
3677,Ikobe,ikobe,1424,Bosamaro Chache,362,88,NYZ,8433,3984,4449,1893,12.19,691.87
3678,Enchoro,enchoro,1425,Bosamaro Masaba,362,88,NYZ,12977,6312,6665,2557,13.95,930.44
3679,Kegogi,kegogi,1425,Bosamaro Masaba,362,88,NYZ,7420,3510,3910,1444,8.26,898.46
3680,Egetonto,egetonto,1426,Bokeira,363,88,NYZ,3480,1628,1852,757,7.92,439.33
3681,Matongo,matongo,1426,Bokeira,363,88,NYZ,12852,6191,6661,2714,18.18,706.82
3682,Nyakenimo,nyakenimo,1426,Bokeira,363,88,NYZ,11157,5337,5820,2364,13.06,854.26
3683,Mageri,mageri,1427,Bomwagamo,363,88,NYZ,8564,4050,4514,1849,11.41,750.83
3684,Nyagwekoa,nyagwekoa,1427,Bomwagamo,363,88,NYZ,4969,2353,2616,1046,8.3,598.37
3685,Nyambiri,nyambiri,1427,Bomwagamo,363,88,NYZ,3719,1744,1975,782,5.92,628.29
3686,Bonyengwe 1,bonyengwe-1,1428,Borangi,363,88,NYZ,7603,3678,3925,1636,11.14,682.45
3687,Bonyengwe 2,bonyengwe-2,1428,Borangi,363,88,NYZ,4993,2467,2526,983,6.43,776.52
3688,Magwagwa,magwagwa,1428,Borangi,363,88,NYZ,10759,5184,5575,2363,18.11,594.09
3689,Lisana,lisana,1429,Asao,364,89,NYZ,353,180,173,78,4.56,77.43
3690,Rarieda,rarieda,1429,Asao,364,89,NYZ,1856,841,1015,424,5.89,315.14
3691,Jimo West,jimo-west,1430,Central Nyakach,364,89,NYZ,7023,3326,3697,1543,8.51,825.44
3692,Olwalo,olwalo,1430,Central Nyakach,364,89,NYZ,1196,548,648,275,2.27,526.66
3693,Jimo East,jimo-east,1431,E. Nyakach,364,89,NYZ,4075,1883,2192,917,12.41,328.28
3694,Kandaria,kandaria,1431,E. Nyakach,364,89,NYZ,1678,846,832,354,3.49,481.08
3695,Gem Nam,gem-nam,1432,N. Nyakach,364,89,NYZ,2001,978,1023,429,6.48,308.6
3696,Gem Rae,gem-rae,1432,N. Nyakach,364,89,NYZ,4204,1999,2205,910,17.38,241.92
3697,Agoro East,agoro-east,1433,N.E. Nyakach,364,89,NYZ,3066,1442,1624,724,9.33,328.57
3698,Agoro West,agoro-west,1433,N.E. Nyakach,364,89,NYZ,7892,3717,4175,1852,13.27,594.65
3699,Awach,awach,1433,N.E. Nyakach,364,89,NYZ,3610,1680,1930,774,7.76,465.08
3700,N. Kabodho,n-kabodho,1434,Nyalunya,364,89,NYZ,2807,1297,1510,620,17.21,163.12
3701,W. Kabodho,w-kabodho,1434,Nyalunya,364,89,NYZ,5039,2385,2654,1072,22.43,224.67
3702,Kabodho East,kabodho-east,1435,Pap-Onditi,364,89,NYZ,6009,2916,3093,1374,16.67,360.55
3703,Moro,moro,1435,Pap-Onditi,364,89,NYZ,3208,1453,1755,734,8.87,361.54
3704,Jimo Middle,jimo-middle,1436,Rangul,364,89,NYZ,3632,1765,1867,776,27.83,130.5
3705,Kasaye,kasaye,1436,Rangul,364,89,NYZ,1140,555,585,225,1.92,593.56
3706,Central Kabar,central-kabar,1437,N.E. Kano,365,89,NYZ,2814,1340,1474,654,6.03,466.56
3707,East Kabar,east-kabar,1437,N.E. Kano,365,89,NYZ,5348,2553,2795,1218,16.92,316.14
3708,Kamswa North,kamswa-north,1437,N.E. Kano,365,89,NYZ,2137,1037,1100,477,6.44,331.91
3709,Sidho I,sidho-i,1437,N.E. Kano,365,89,NYZ,2807,1358,1449,620,9.04,310.64
3710,Wangaya Ii,wangaya-ii,1437,N.E. Kano,365,89,NYZ,5349,2578,2771,1202,14.73,363.26
3711,West Kabar,west-kabar,1437,N.E. Kano,365,89,NYZ,3101,1496,1605,720,4.76,650.99
3712,Kamswa South,kamswa-south,1438,Nyangoma,365,89,NYZ,5796,2804,2992,1252,25.74,225.21
3713,Sidho East Ii,sidho-east-ii,1438,Nyangoma,365,89,NYZ,6840,3403,3437,1564,18.19,375.99
3714,Wangaya I,wangaya-i,1438,Nyangoma,365,89,NYZ,9567,4560,5007,1990,31.95,299.42
3715,Ahero Irrig. Scheme,ahero-irrig-scheme,1439,Ombeyi,365,89,NYZ,4424,2132,2292,945,14.77,299.46
3716,Kango,kango,1439,Ombeyi,365,89,NYZ,4583,2259,2324,1014,17.87,256.44
3717,Kore,kore,1439,Ombeyi,365,89,NYZ,6551,3144,3407,1446,13.54,483.76
3718,Obumba,obumba,1439,Ombeyi,365,89,NYZ,4691,2301,2390,1036,26.99,173.8
3719,Ramula,ramula,1439,Ombeyi,365,89,NYZ,6058,2916,3142,1291,19.3,313.95
3720,Chemelil,chemelil,1440,Chemelil,366,89,NYZ,6398,3528,2870,1765,11.62,550.51
3721,Kibigori,kibigori,1440,Chemelil,366,89,NYZ,5340,2652,2688,1163,16.4,325.55
3722,Nyangore,nyangore,1440,Chemelil,366,89,NYZ,1740,933,807,453,54.19,32.11
3723,W. Songhor,w-songhor,1440,Chemelil,366,89,NYZ,4173,2042,2131,994,26.22,159.17
3724,Fort Ternan,fort-ternan,1441,Fort Ternan,366,89,NYZ,2127,1142,985,400,19.94,106.68
3725,Ochoria,ochoria,1441,Fort Ternan,366,89,NYZ,2940,1551,1389,574,28,105.01
3726,Orego,orego,1442,God Nyithindo,366,89,NYZ,4738,2643,2095,1372,16.19,292.7
3727,Tonde,tonde,1442,God Nyithindo,366,89,NYZ,2700,1394,1306,594,14.27,189.21
3728,Homaline,homaline,1443,Koru,366,89,NYZ,3488,1815,1673,792,23.75,146.86
3729,Koru,koru,1443,Koru,366,89,NYZ,5467,2704,2763,1274,11.46,477.19
3730,Nyando,nyando,1443,Koru,366,89,NYZ,2495,1277,1218,480,14.6,170.86
3731,Muhoroni East,muhoroni-east,1444,Muhoroni,366,89,NYZ,7556,3880,3676,2242,3.2,2360.59
3732,Owaga,owaga,1444,Muhoroni,366,89,NYZ,2946,1486,1460,651,19.08,154.36
3733,E. Songhor,e-songhor,1445,Tamu,366,89,NYZ,4830,2481,2349,1029,20.63,234.09
3734,God Abuoro,god-abuoro,1445,Tamu,366,89,NYZ,3897,1954,1943,836,24.26,160.61
3735,Lower Tamu,lower-tamu,1445,Tamu,366,89,NYZ,4466,2200,2266,970,19.48,229.22
3736,Upper Tamu,upper-tamu,1445,Tamu,366,89,NYZ,2234,1151,1083,548,13.11,170.43
3737,Ayucha,ayucha,1446,Awasi,367,89,NYZ,4878,2342,2536,1147,8.32,586.14
3738,Border I,border-i,1446,Awasi,367,89,NYZ,5246,2467,2779,1162,24.54,213.75
3739,Border Ii,border-ii,1446,Awasi,367,89,NYZ,6986,3431,3555,1524,18.54,376.87
3740,Wanganga,wanganga,1446,Awasi,367,89,NYZ,2698,1281,1417,591,19.99,134.95
3741,Kakola -Ombaka,kakola-ombaka,1447,Kakola,367,89,NYZ,3370,1644,1726,710,4.79,703.8
3742,Kakola-Ahero,kakola-ahero,1447,Kakola,367,89,NYZ,9766,4513,5253,2283,10.73,910.08
3743,Tura,tura,1447,Kakola,367,89,NYZ,8543,4198,4345,1885,6.56,1302.98
3744,Achego,achego,1448,Kikolo (East Kano),367,89,NYZ,2630,1223,1407,615,10.53,249.71
3745,Katolo,katolo,1448,Kikolo (East Kano),367,89,NYZ,5212,2461,2751,1139,39.26,132.77
3746,Kochogo Central,kochogo-central,1449,Kochogo,367,89,NYZ,1534,768,766,297,1.5,1020.22
3747,Kochogo North,kochogo-north,1449,Kochogo,367,89,NYZ,4365,2095,2270,872,7.01,622.34
3748,Kochogo South,kochogo-south,1449,Kochogo,367,89,NYZ,3862,1879,1983,802,9.16,421.58
3749,Kakmie,kakmie,1450,Onjiko,367,89,NYZ,6263,2974,3289,1327,23.1,271.1
3750,Kobongo,kobongo,1450,Onjiko,367,89,NYZ,4866,2372,2494,1055,12.07,403.1
3751,Ayweyo,ayweyo,1451,Wawidhi,367,89,NYZ,5236,2512,2724,1129,33.08,158.29
3752,Magina,magina,1451,Wawidhi,367,89,NYZ,2738,1326,1412,564,9.75,280.96
3753,Nyakongo,nyakongo,1451,Wawidhi,367,89,NYZ,1518,725,793,343,9.25,164.13
3754,Gari,gari,1452,Oboch,368,89,NYZ,2860,1328,1532,606,5.88,486.11
3755,Kajimbo,kajimbo,1452,Oboch,368,89,NYZ,7717,3635,4082,1675,18.79,410.77
3756,East Koguta,east-koguta,1453,Sigoti,368,89,NYZ,7360,3547,3813,1534,13.11,561.49
3757,Ramogi,ramogi,1453,Sigoti,368,89,NYZ,3330,1576,1754,716,9.44,352.69
3758,East Kadianga,east-kadianga,1454,South Nyakach,368,89,NYZ,19837,9696,10141,4087,28.45,697.26
3759,West Kadianga,west-kadianga,1454,South Nyakach,368,89,NYZ,6745,3132,3613,1544,26.2,257.47
3760,Andingo Opanga,andingo-opanga,1455,Thurdibuoro,368,89,NYZ,4074,1950,2124,880,20.88,195.14
3761,Upper Kadianga,upper-kadianga,1455,Thurdibuoro,368,89,NYZ,4390,2034,2356,1058,10.5,418.11
3762,West Koguta,west-koguta,1455,Thurdibuoro,368,89,NYZ,10869,5232,5637,2486,22.96,473.36
3763,Lower Kadianga,lower-kadianga,1456,West Nyakach,368,89,NYZ,3470,1683,1787,741,6.42,540.81
3764,Nyokongo,nyokongo,1456,West Nyakach,368,89,NYZ,3600,1721,1879,806,8.27,435.06
3765,Kogembo,kogembo,1457,C. Karachounyo,369,90,NYZ,3159,1484,1675,648,5.68,556.16
3766,Kogweno Kawour,kogweno-kawour,1457,C. Karachounyo,369,90,NYZ,4017,1939,2078,867,11.42,351.7
3767,Kamser A,kamser-a,1458,Kamser Nyakongo,369,90,NYZ,3236,1602,1634,716,7.79,415.48
3768,Kamser B,kamser-b,1458,Kamser Nyakongo,369,90,NYZ,1593,779,814,345,6.94,229.61
3769,Kodondi,kodondi,1458,Kamser Nyakongo,369,90,NYZ,1404,641,763,290,5.52,254.57
3770,Kowuor East,kowuor-east,1459,Kanyaluo East,369,90,NYZ,2685,1305,1380,550,7.21,372.26
3771,Kowuor West,kowuor-west,1459,Kanyaluo East,369,90,NYZ,982,477,505,222,3.61,271.71
3772,Kamenya Central,kamenya-central,1460,Kanyaluo South,369,90,NYZ,2629,1251,1378,598,9.31,282.48
3773,Kamenya North,kamenya-north,1460,Kanyaluo South,369,90,NYZ,3472,1634,1838,772,12.03,288.67
3774,Kamenya South,kamenya-south,1460,Kanyaluo South,369,90,NYZ,2590,1299,1291,611,13.89,186.5
3775,Kobila,kobila,1461,Kanyaluo West,369,90,NYZ,3576,1732,1844,700,6.09,586.81
3776,Komwoyo,komwoyo,1461,Kanyaluo West,369,90,NYZ,2750,1280,1470,612,7.23,380.4
3777,Kobuya East,kobuya-east,1462,Kobuya,369,90,NYZ,4585,2166,2419,979,19.52,234.9
3778,Kobuya West,kobuya-west,1462,Kobuya,369,90,NYZ,2338,1039,1299,479,5.1,458.64
3779,Kogweno Oriang E,kogweno-oriang-e,1463,Kogweno Oriang,369,90,NYZ,3766,1776,1990,773,9.14,412.04
3780,Kogweno Oriang W,kogweno-oriang-w,1463,Kogweno Oriang,369,90,NYZ,3300,1574,1726,726,10,330.01
3781,Konyango,konyango,1464,N.E. Karachuonyo,369,90,NYZ,4083,1967,2116,991,6.38,640.08
3782,Konyango Majier,konyango-majier,1464,N.E. Karachuonyo,369,90,NYZ,3490,1704,1786,739,8.92,391.32
